PURPOSE,DOMAIN_CATEGORY,DOMAIN_NAME,DATA_PROGRAM,DATA_METHOD,DATA_TYPE,UNITS,REPORT_YEAR,DATE,REEFPAGE_CATEGORY,REEF_ZONE,DEPTH,SHELF,VARIABLE,mean,median,lower,upper
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1998,1998-01-01,NA, , , ,Large fishes,31.589131981442694,31.46803720565068,26.108777511633914,37.918581696785964
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1997,1997-01-01,NA, , , ,Large fishes,31.91238913664353,31.78065764681267,25.862804239834738,37.87167865320406
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1996,1996-01-01,NA, , , ,Large fishes,30.399352195578164,30.324203622979134,24.584169947656793,35.96481012919141
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1995,1995-01-01,NA, , , ,Large fishes,35.93807664767399,35.81042097938972,28.35475870462181,42.76081370953101
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2024,2024-01-01,NA, , , ,Large fishes,172.8005099311389,172.9951460664568,145.5831993350187,205.74906899725434
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2023,2023-01-01,NA, , , ,Large fishes,135.70613590146257,135.64164339955013,111.39877413693347,160.46296298288163
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2022,2022-01-01,NA, , , ,Large fishes,146.09320530019082,145.74107442994705,117.72705020459553,172.92976291253856
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2021,2021-01-01,NA, , , ,Large fishes,35.687047762459024,35.61617074658415,29.26186613642902,42.54378101328152
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2020,2020-01-01,NA, , , ,Large fishes,35.83520606078895,35.84769206432067,29.60732756254307,42.34076810073001
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-01-01,NA, , , ,Large fishes,36.090530418898084,35.84075174421456,29.65708533773805,43.314368398622065
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-01-01,NA, , , ,Large fishes,30.51879463331486,30.380990699033887,24.913136436835032,36.34442244639868
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2017,2017-01-01,NA, , , ,Large fishes,38.017959872893265,37.94511828290098,31.374485520992774,44.78718276770958
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2016,2016-01-01,NA, , , ,Large fishes,35.77922724615098,35.696388667623026,29.629388640414653,42.574735627205975
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-01-01,NA, , , ,Large fishes,29.794590375938082,29.683119459185285,24.09955950110668,35.51433282280746
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2014,2014-01-01,NA, , , ,Large fishes,39.580774304037135,39.445033809264324,32.478677496874745,47.07934544879537
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-01-01,NA, , , ,Large fishes,37.92503632821892,37.82918777628376,30.31979413494795,44.93249242434372
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-01-01,NA, , , ,Large fishes,41.57745989449769,41.48699529730422,34.41688589548418,48.807851824579124
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2011,2011-01-01,NA, , , ,Large fishes,36.60280355762259,36.37908066577815,30.257974207419004,43.969929032303256
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2010,2010-01-01,NA, , , ,Large fishes,38.97920270667453,38.812924303018455,31.74459097929977,46.22424990223721
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2009,2009-01-01,NA, , , ,Large fishes,45.31897629209188,45.17910641988797,36.50660308467071,53.720292172861285
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2008,2008-01-01,NA, , , ,Large fishes,36.85009981830469,36.82354360278065,29.710481398102374,43.04507459106326
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2007,2007-01-01,NA, , , ,Large fishes,34.76308032636783,34.5258046260831,27.94892310583342,41.50829820915936
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2006,2006-01-01,NA, , , ,Large fishes,38.82076441365403,38.809310244669724,32.30003139675347,46.035928667949236
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-01-01,NA, , , ,Large fishes,36.775837766757135,36.62185171674726,29.647357414404095,43.91168350030552
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2004,2004-01-01,NA, , , ,Large fishes,39.925791899180695,39.69216090098132,32.25190158098761,47.244339598228564
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,Large fishes,30.511399726370982,30.470923485384134,24.853579472430393,36.517928855719305
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2002,2002-01-01,NA, , , ,Large fishes,24.5448278176442,24.40272051950243,19.956801088578505,29.231588155726733
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2001,2001-01-01,NA, , , ,Large fishes,28.24891186343487,28.180891148689142,23.153333975889513,33.39764526978793
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2000,2000-01-01,NA, , , ,Large fishes,25.694866453210576,25.58683440082786,21.11314068523683,30.509748411491856
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1999,1999-01-01,NA, , , ,Large fishes,26.389226916329275,26.28140131578647,21.435713597831892,32.05147253202529
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1998,1998-01-01,NA, , , ,Large fishes,31.589131981442694,31.46803720565068,26.108777511633914,37.918581696785964
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1997,1997-01-01,NA, , , ,Large fishes,31.91238913664353,31.78065764681267,25.862804239834738,37.87167865320406
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1996,1996-01-01,NA, , , ,Large fishes,30.399352195578164,30.324203622979134,24.584169947656793,35.96481012919141
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1995,1995-01-01,NA, , , ,Large fishes,35.93807664767399,35.81042097938972,28.35475870462181,42.76081370953101
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2024,2024-01-01,NA, , , ,Large fishes,172.8005099311389,172.9951460664568,145.5831993350187,205.74906899725434
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2023,2023-01-01,NA, , , ,Large fishes,135.70613590146257,135.64164339955013,111.39877413693347,160.46296298288163
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2022,2022-01-01,NA, , , ,Large fishes,146.09320530019082,145.74107442994705,117.72705020459553,172.92976291253856
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2021,2021-01-01,NA, , , ,Large fishes,35.687047762459024,35.61617074658415,29.26186613642902,42.54378101328152
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2020,2020-01-01,NA, , , ,Large fishes,35.83520606078895,35.84769206432067,29.60732756254307,42.34076810073001
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-01-01,NA, , , ,Large fishes,36.090530418898084,35.84075174421456,29.65708533773805,43.314368398622065
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-01-01,NA, , , ,Large fishes,30.51879463331486,30.380990699033887,24.913136436835032,36.34442244639868
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2017,2017-01-01,NA, , , ,Large fishes,38.017959872893265,37.94511828290098,31.374485520992774,44.78718276770958
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2016,2016-01-01,NA, , , ,Large fishes,35.77922724615098,35.696388667623026,29.629388640414653,42.574735627205975
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-01-01,NA, , , ,Large fishes,29.794590375938082,29.683119459185285,24.09955950110668,35.51433282280746
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2014,2014-01-01,NA, , , ,Large fishes,39.580774304037135,39.445033809264324,32.478677496874745,47.07934544879537
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-01-01,NA, , , ,Large fishes,37.92503632821892,37.82918777628376,30.31979413494795,44.93249242434372
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-01-01,NA, , , ,Large fishes,41.57745989449769,41.48699529730422,34.41688589548418,48.807851824579124
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2011,2011-01-01,NA, , , ,Large fishes,36.60280355762259,36.37908066577815,30.257974207419004,43.969929032303256
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2010,2010-01-01,NA, , , ,Large fishes,38.97920270667453,38.812924303018455,31.74459097929977,46.22424990223721
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2009,2009-01-01,NA, , , ,Large fishes,45.31897629209188,45.17910641988797,36.50660308467071,53.720292172861285
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2008,2008-01-01,NA, , , ,Large fishes,36.85009981830469,36.82354360278065,29.710481398102374,43.04507459106326
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2007,2007-01-01,NA, , , ,Large fishes,34.76308032636783,34.5258046260831,27.94892310583342,41.50829820915936
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2006,2006-01-01,NA, , , ,Large fishes,38.82076441365403,38.809310244669724,32.30003139675347,46.035928667949236
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-01-01,NA, , , ,Large fishes,36.775837766757135,36.62185171674726,29.647357414404095,43.91168350030552
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2004,2004-01-01,NA, , , ,Large fishes,39.925791899180695,39.69216090098132,32.25190158098761,47.244339598228564
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,Large fishes,30.511399726370982,30.470923485384134,24.853579472430393,36.517928855719305
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2002,2002-01-01,NA, , , ,Large fishes,24.5448278176442,24.40272051950243,19.956801088578505,29.231588155726733
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2001,2001-01-01,NA, , , ,Large fishes,28.24891186343487,28.180891148689142,23.153333975889513,33.39764526978793
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2000,2000-01-01,NA, , , ,Large fishes,25.694866453210576,25.58683440082786,21.11314068523683,30.509748411491856
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1999,1999-01-01,NA, , , ,Large fishes,26.389226916329275,26.28140131578647,21.435713597831892,32.05147253202529
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1998,1998-01-01,NA, , , ,Large fishes,31.589131981442694,31.46803720565068,26.108777511633914,37.918581696785964
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1997,1997-01-01,NA, , , ,Large fishes,31.91238913664353,31.78065764681267,25.862804239834738,37.87167865320406
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1996,1996-01-01,NA, , , ,Large fishes,30.399352195578164,30.324203622979134,24.584169947656793,35.96481012919141
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1995,1995-01-01,NA, , , ,Large fishes,35.93807664767399,35.81042097938972,28.35475870462181,42.76081370953101
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2024,2024-01-01,NA, , , ,Large fishes,172.8005099311389,172.9951460664568,145.5831993350187,205.74906899725434
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2023,2023-01-01,NA, , , ,Large fishes,135.70613590146257,135.64164339955013,111.39877413693347,160.46296298288163
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2022,2022-01-01,NA, , , ,Large fishes,146.09320530019082,145.74107442994705,117.72705020459553,172.92976291253856
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2021,2021-01-01,NA, , , ,Large fishes,35.687047762459024,35.61617074658415,29.26186613642902,42.54378101328152
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2020,2020-01-01,NA, , , ,Large fishes,35.83520606078895,35.84769206432067,29.60732756254307,42.34076810073001
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-01-01,NA, , , ,Large fishes,36.090530418898084,35.84075174421456,29.65708533773805,43.314368398622065
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-01-01,NA, , , ,Large fishes,30.51879463331486,30.380990699033887,24.913136436835032,36.34442244639868
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2017,2017-01-01,NA, , , ,Large fishes,38.017959872893265,37.94511828290098,31.374485520992774,44.78718276770958
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2016,2016-01-01,NA, , , ,Large fishes,35.77922724615098,35.696388667623026,29.629388640414653,42.574735627205975
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-01-01,NA, , , ,Large fishes,29.794590375938082,29.683119459185285,24.09955950110668,35.51433282280746
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2014,2014-01-01,NA, , , ,Large fishes,39.580774304037135,39.445033809264324,32.478677496874745,47.07934544879537
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-01-01,NA, , , ,Large fishes,37.92503632821892,37.82918777628376,30.31979413494795,44.93249242434372
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-01-01,NA, , , ,Large fishes,41.57745989449769,41.48699529730422,34.41688589548418,48.807851824579124
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2011,2011-01-01,NA, , , ,Large fishes,36.60280355762259,36.37908066577815,30.257974207419004,43.969929032303256
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2010,2010-01-01,NA, , , ,Large fishes,38.97920270667453,38.812924303018455,31.74459097929977,46.22424990223721
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2009,2009-01-01,NA, , , ,Large fishes,45.31897629209188,45.17910641988797,36.50660308467071,53.720292172861285
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2008,2008-01-01,NA, , , ,Large fishes,36.85009981830469,36.82354360278065,29.710481398102374,43.04507459106326
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2007,2007-01-01,NA, , , ,Large fishes,34.76308032636783,34.5258046260831,27.94892310583342,41.50829820915936
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2006,2006-01-01,NA, , , ,Large fishes,38.82076441365403,38.809310244669724,32.30003139675347,46.035928667949236
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-01-01,NA, , , ,Large fishes,36.775837766757135,36.62185171674726,29.647357414404095,43.91168350030552
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2004,2004-01-01,NA, , , ,Large fishes,39.925791899180695,39.69216090098132,32.25190158098761,47.244339598228564
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,Large fishes,30.511399726370982,30.470923485384134,24.853579472430393,36.517928855719305
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2002,2002-01-01,NA, , , ,Large fishes,24.5448278176442,24.40272051950243,19.956801088578505,29.231588155726733
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2001,2001-01-01,NA, , , ,Large fishes,28.24891186343487,28.180891148689142,23.153333975889513,33.39764526978793
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2000,2000-01-01,NA, , , ,Large fishes,25.694866453210576,25.58683440082786,21.11314068523683,30.509748411491856
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1999,1999-01-01,NA, , , ,Large fishes,26.389226916329275,26.28140131578647,21.435713597831892,32.05147253202529
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1998,1998-01-01,NA, , , ,Large fishes,31.589131981442694,31.46803720565068,26.108777511633914,37.918581696785964
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1997,1997-01-01,NA, , , ,Large fishes,31.91238913664353,31.78065764681267,25.862804239834738,37.87167865320406
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1996,1996-01-01,NA, , , ,Large fishes,30.399352195578164,30.324203622979134,24.584169947656793,35.96481012919141
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,1995,1995-01-01,NA, , , ,Large fishes,35.93807664767399,35.81042097938972,28.35475870462181,42.76081370953101
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-06-01,NA, , , ,NA,0.0015559284392123013,9.606221299530622e-4,2.0975297048476635e-5,0.0050347702675624184
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-04-23,NA, , , ,NA,0.0015594449260886733,9.673601204218776e-4,3.3827432514114625e-5,0.005010686555028137
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-04-25,NA, , , ,NA,0.0016409786834874866,0.001008519138463395,4.900776488527445e-5,0.005306911960031426
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-05-26,NA, , , ,NA,0.0016881682533398962,9.834498284763773e-4,2.997821221664176e-5,0.005305411554267236
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-04-22,NA, , , ,NA,0.0016108152386575272,0.0010305941126058594,5.4026195826614426e-5,0.004751421985074415
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-05-12,NA, , , ,NA,0.0016862276363226185,9.363131002611434e-4,3.4375003206777965e-5,0.005658175767683818
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,NA,0.001698276577236054,0.0010770274076627082,3.479753387073895e-5,0.005180166208394666
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-06-01,NA, , , ,NA,0.0015559284392123013,9.606221299530622e-4,2.0975297048476635e-5,0.0050347702675624184
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-04-23,NA, , , ,NA,0.0015594449260886733,9.673601204218776e-4,3.3827432514114625e-5,0.005010686555028137
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-04-25,NA, , , ,NA,0.0016409786834874866,0.001008519138463395,4.900776488527445e-5,0.005306911960031426
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-05-26,NA, , , ,NA,0.0016881682533398962,9.834498284763773e-4,2.997821221664176e-5,0.005305411554267236
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-04-22,NA, , , ,NA,0.0016108152386575272,0.0010305941126058594,5.4026195826614426e-5,0.004751421985074415
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-05-12,NA, , , ,NA,0.0016862276363226185,9.363131002611434e-4,3.4375003206777965e-5,0.005658175767683818
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,NA,0.001698276577236054,0.0010770274076627082,3.479753387073895e-5,0.005180166208394666
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-06-01,NA, , , ,NA,0.0015559284392123013,9.606221299530622e-4,2.0975297048476635e-5,0.0050347702675624184
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-04-23,NA, , , ,NA,0.0015594449260886733,9.673601204218776e-4,3.3827432514114625e-5,0.005010686555028137
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-04-25,NA, , , ,NA,0.0016409786834874866,0.001008519138463395,4.900776488527445e-5,0.005306911960031426
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-05-26,NA, , , ,NA,0.0016881682533398962,9.834498284763773e-4,2.997821221664176e-5,0.005305411554267236
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-04-22,NA, , , ,NA,0.0016108152386575272,0.0010305941126058594,5.4026195826614426e-5,0.004751421985074415
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-05-12,NA, , , ,NA,0.0016862276363226185,9.363131002611434e-4,3.4375003206777965e-5,0.005658175767683818
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,NA,0.001698276577236054,0.0010770274076627082,3.479753387073895e-5,0.005180166208394666
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-06-01,NA, , , ,NA,0.0015559284392123013,9.606221299530622e-4,2.0975297048476635e-5,0.0050347702675624184
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-04-23,NA, , , ,NA,0.0015594449260886733,9.673601204218776e-4,3.3827432514114625e-5,0.005010686555028137
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-04-25,NA, , , ,NA,0.0016409786834874866,0.001008519138463395,4.900776488527445e-5,0.005306911960031426
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-05-26,NA, , , ,NA,0.0016881682533398962,9.834498284763773e-4,2.997821221664176e-5,0.005305411554267236
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-04-22,NA, , , ,NA,0.0016108152386575272,0.0010305941126058594,5.4026195826614426e-5,0.004751421985074415
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-05-12,NA, , , ,NA,0.0016862276363226185,9.363131002611434e-4,3.4375003206777965e-5,0.005658175767683818
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,NA,0.001698276577236054,0.0010770274076627082,3.479753387073895e-5,0.005180166208394666
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2024,2024-01-01,NA, , , ,Total fishes,1234.197615595543,1230.3284220006963,1084.3422616121356,1391.764673644651
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2023,2023-01-01,NA, , , ,Total fishes,1114.892751575749,1111.6176640922185,975.5643487116749,1254.4249930743674
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2022,2022-01-01,NA, , , ,Total fishes,1011.4367096982262,1009.047865228236,881.8800944396964,1134.0963476959569
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2021,2021-01-01,NA, , , ,Total fishes,660.118003948947,658.1385724516458,577.2994712094039,743.6640842535885
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2020,2020-01-01,NA, , , ,Total fishes,822.9006462963214,820.4176728053595,720.5692760100225,923.9163033501162
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2019,2019-01-01,NA, , , ,Total fishes,769.8581993809356,767.3951548902038,678.5977730461539,872.9020482948715
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2018,2018-01-01,NA, , , ,Total fishes,905.2628890859205,901.0326996093236,801.5743950979007,1026.9464923897108
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2017,2017-01-01,NA, , , ,Total fishes,1063.5602831780398,1060.240113793221,926.3334319023679,1194.4707345046652
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2016,2016-01-01,NA, , , ,Total fishes,1076.5181694013925,1074.7449122108105,935.1187603439897,1202.4856494654869
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2015,2015-01-01,NA, , , ,Total fishes,677.4754791573779,675.9399353445287,585.6778893985354,756.7715223853295
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2014,2014-01-01,NA, , , ,Total fishes,741.9047391150048,740.4903588519176,648.0488468390201,836.2706399345329
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2013,2013-01-01,NA, , , ,Total fishes,595.5788031613629,593.0953163298124,523.2506840781128,671.0855295079999
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2012,2012-01-01,NA, , , ,Total fishes,564.841919506769,563.4460879391257,492.06968383458553,632.0334211834248
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2011,2011-01-01,NA, , , ,Total fishes,676.6710546426474,674.2711506544817,597.4738809236059,765.9322786870908
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2010,2010-01-01,NA, , , ,Total fishes,658.2403030703558,656.1232733320915,578.3870692034961,743.13761545576
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2009,2009-01-01,NA, , , ,Total fishes,693.3852217482619,691.4799993262732,606.9199944891783,781.3188083694181
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2008,2008-01-01,NA, , , ,Total fishes,653.6686564981725,651.8384349710175,570.8794460263989,733.8653345558178
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2007,2007-01-01,NA, , , ,Total fishes,761.5825458651219,759.841061024448,672.9868247796244,863.8751487988942
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2006,2006-01-01,NA, , , ,Total fishes,693.7070012146422,692.222571058448,603.5312664052475,777.3318167580109
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2005,2005-01-01,NA, , , ,Total fishes,856.9299342505333,855.2896483142379,739.9713677494384,953.1182006807094
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2004,2004-01-01,NA, , , ,Total fishes,671.6727961569454,670.164592028545,594.1070371734809,761.2678568597241
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2003,2003-01-01,NA, , , ,Total fishes,715.2271588244727,713.695835803587,624.3364688889461,805.4091462778007
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2002,2002-01-01,NA, , , ,Total fishes,660.9824003676048,659.8375476342128,585.9739398435769,753.0952245069947
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2001,2001-01-01,NA, , , ,Total fishes,578.385365048385,576.8278925500906,507.1390185430988,651.1778229859926
GROUP_LEVEL,Sectors,TO,fish,fish,fish,Fish density per 250m²,2000,2000-01-01,NA, , , ,Total fishes,594.6521959900203,593.1285169472314,516.5589404142336,665.3478875510971
